complexity,mse,r2,expression
41,31.0173,0.410804,+204.9 -0.002236*ring0_mean -0.0004272*ring0_var +0.005372*ring1_mean +0.0002486*ring1_var -0.005827*ring2_mean +0.0001753*ring2_var +0.0008559*ring3_mean +0.0001482*ring3_var -0.003068*ring4_mean +0.0001043*ring4_var +0.007368*ring5_mean +5.776e-05*ring5_var -0.005139*ring6_mean +8.04e-05*ring6_var +0.003241*ring7_mean -5.072e-05*ring7_var +10.7*ring_variance_stat +1.587e-12*needlet_s0_0p25deg_mean +0.006894*needlet_s0_0p25deg_var +0.07484*needlet_s0_0p25deg_absmax -8.306e-12*needlet_s1_0p50deg_mean +0.01778*needlet_s1_0p50deg_var +0.0379*needlet_s1_0p50deg_absmax -1.365e-11*needlet_s2_1p00deg_mean +0.02058*needlet_s2_1p00deg_var +0.03569*needlet_s2_1p00deg_absmax +6.086e-11*needlet_s3_1p50deg_mean +0.0298*needlet_s3_1p50deg_var -0.09493*needlet_s3_1p50deg_absmax +38.03*mink_v0_num1p0sigma +109.8*mink_v1_num1p0sigma +0.01471*mink_v2_num1p0sigma -552.2*mink_v0_nup0p0sigma +54.43*mink_v1_nup0p0sigma +0.03995*mink_v2_nup0p0sigma -41.01*mink_v0_nup1p0sigma +88.29*mink_v1_nup1p0sigma +0.03084*mink_v2_nup1p0sigma +4.83*local_kurtosis +0.1725*local_skewness
